"WWSI","CPAI","CPI","CLI","BOC","ICBC","CCB","ABC","BOCOM","PAB","NBB","SPDB","HXB","MSB","CMB","NJB","IDB","BJB","CCITIB","CEB"
0,232.38965246281,234.342457744298,210.473952135182,296.556738363796,233.713798616481,368.311026324885,223.544430102892,419.622052237747,198.774282086607,174.372207749662,310.346668941954,350.837681030337,205.059429939691,196.795168015591,213.447609816248,286.673969840561,137.46392588827,342.23567681001,241.391473446498
40.7384303584842,0,560.992341737039,281.539310937203,185.150796429545,118.616399143623,101.390229405753,152.359544942532,140.988210697635,97.7797003937579,92.0453609716796,49.5347152324354,156.106958740583,86.0692675716781,143.107463443257,68.0479744545342,151.829757819585,53.3878113798421,97.6573095365844,104.39802303502
51.5463878126783,637.338285515982,0,670.352824068658,117.643720256118,161.676379803267,101.546179107369,131.990075164142,163.7630676414,58.0431419053167,92.953628639727,100.003883316193,106.741977918538,120.909243130266,162.297291551633,103.34541302071,83.1704950292277,109.451733265208,81.9494805727794,128.946654028345
45.5574762855694,482.805241438161,655.125346262917,0,170.665525938289,114.849797459429,149.369569573443,229.364608585426,222.125802738673,79.8917176964315,74.741842609745,76.7764830773453,116.901307459058,177.741816259803,165.655289051933,113.069565643052,113.517213877063,60.6916324190225,92.7715256329991,92.8971873817337
19.2049876146389,70.1999643290579,55.4059287582983,74.4677534122102,0,497.409270850752,196.901970162376,311.432699133392,265.452012825399,37.2071300192909,55.628500198136,65.9370232750113,40.0265877841696,53.5954306058865,93.6835272907367,53.4706569039331,71.3810091487837,41.5078254823143,66.213067934168,182.791827763353
23.843733189404,43.9537801101718,78.8826656309511,44.4419906586488,349.545346736531,0,373.142753719734,474.42449365961,56.4891197992359,51.6079469873965,82.7974712527606,86.6103365628755,106.14350643954,57.8404772469636,50.5348641180799,98.017987571873,59.8343063070947,63.6858772887888,83.9418155675664,88.0515276072202
20.8117210486275,59.0777206509164,62.978413390779,44.2271694803615,152.422729528911,641.219940615591,0,272.661306022907,173.718856613423,113.022196813695,44.0274640219627,34.3769531637935,69.0373281625433,52.6754379630428,99.8483183136862,47.5532061685824,70.3241574139618,50.2613001865424,47.4050985287871,97.4272196272077
24.7202539623507,54.0798119739454,59.3626632702631,59.8405721582064,297.078434429099,470.201002126544,311.165490421537,0,180.662527251693,33.7712291309726,64.5337153518224,85.4668426123876,37.1812473906431,56.3982675537188,105.199485668003,57.599432720611,112.186286547142,37.3551115223404,59.129408369007,133.996082469258
41.6231347271788,67.0194005816648,79.8659404022946,75.6403886819305,112.059232554932,191.549582830381,135.548179871689,215.973926756803,0,64.3482471927987,107.779954479381,128.567029725467,127.811136615038,96.2820346058195,100.236561129487,57.6292295432379,75.0198274181903,63.6035202167457,117.712041087471,347.005576578897
41.6548572852413,145.869275672682,44.5172838169215,76.5551652994053,157.324044260264,131.921951772498,235.505010139047,182.527582676053,185.636816132361,0,173.671369251367,98.2543699161368,98.0953548900849,173.48992531793,167.540327049609,74.3595043559076,501.815741389452,65.4988928334944,91.7312916361022,195.818964728185
23.7049882719925,85.7865794901958,54.6215876365673,98.1877770390346,103.251680464763,118.896978396358,101.640475636434,176.484545874418,184.539671660524,232.549232540119,0,62.6778472573523,144.400198761542,132.883813991503,234.765980945696,596.448339220457,106.436046794319,87.2990553733103,124.306208555943,116.009329032247
18.4743685569667,59.9048281436047,51.2514077284421,41.108254427143,101.987031595752,94.7132443549925,101.285487418673,105.930538655664,143.849642182303,117.797658114154,145.741878609969,0,158.912000141469,198.295689666237,249.730055306698,105.474628393052,513.673926440834,64.1195588498616,61.1837683799224,108.422306660254
32.2693048499877,56.7335583498813,66.7738298445091,52.3070839325526,138.456329216851,138.464290267542,180.893415387253,88.7048970653512,151.554547781913,78.0254524225005,88.3408367997362,223.631912250224,0,224.388914163074,285.54145419585,189.464211157711,137.598068707938,139.000701866812,61.0541213784379,140.629053694555
29.7603606994738,65.6173990956558,96.8059098038047,98.8067670044633,114.19127977691,99.2190558114387,83.5934853209263,175.284673422751,151.742127216568,147.056836240566,68.8780391186911,236.822228031951,232.393018738976,0,147.399535776212,42.401980865295,338.233899458165,123.668213982991,81.9344447655319,109.214956685325
26.4462902698918,210.404529184476,98.7768879230596,124.858952926105,155.959580386637,197.152487857326,94.7513597567901,129.529672462928,248.625986672151,113.326685307641,144.462244686615,191.840990129969,174.67505053662,131.913827526997,0,55.9736864695117,265.288487354233,70.1042083455475,53.4824561508385,165.881994216884
54.6592583633173,68.6458704937379,59.9868609810833,101.920807689896,126.477254869046,191.4712270445,152.451206352678,93.184580274864,104.449809056044,55.9481241466903,532.885138724364,97.8365813515401,266.29375144178,53.7186671041908,92.2756946653033,0,104.366077357371,189.830607464512,84.3504389598401,121.604925401533
25.5152023765074,76.5049593669088,102.162210123633,80.53089715505,149.668197661842,161.094784785427,68.3274212921632,103.67334427584,98.4271909258406,228.440294058308,78.5075136744731,369.704612069049,101.332276626371,205.566734575613,187.966674702837,31.1993465691063,0,148.305747230742,81.0711736778301,126.596078452151
53.3032250690758,75.3919476937017,78.2655013748006,66.4760206612547,104.30300078003,57.7658789369278,112.219870564985,213.465570345291,90.1627222885561,44.7517621847338,93.458005541512,208.939075806544,196.001687844706,140.99011485029,153.753027375443,243.928251243758,219.755507576989,0,111.405753316475,104.796736386128
40.7885207281943,91.1938615978862,121.576638774239,176.157020448708,291.70387067689,121.754636548817,97.8502805832446,88.774774650863,144.900083795245,116.508680405406,166.513011601911,73.6525576768235,140.22369814806,77.1988488076273,97.3695504463102,76.2286167017187,137.475342495851,156.660311221503,0,517.601740902066
23.5640276283367,37.2903322563582,66.6224839014819,38.9454827069135,216.856855726859,103.354796326271,49.1554143428189,203.044098384705,368.563548747896,55.8662195467299,98.2757581480811,56.7797999277781,81.1569445295605,53.1905645211352,63.8527436946993,72.0440222334236,122.437378979214,99.1371423082871,172.033423853048,0
